partID,ts,ctr,
34,2022-11-18 13:17,64,
35,2022-11-18 13:17,83,
1,2022-11-18 13:32,65,
2,2022-11-18 13:32,32,
3,2022-11-18 13:32,40,
4,2022-11-18 13:32,42,
5,2022-11-18 13:32,54,
6,2022-11-18 13:32,33,
7,2022-11-18 13:32,46,
8,2022-11-18 13:32,15,
9,2022-11-18 13:32,16,
10,2022-11-18 13:32,17,
11,2022-11-18 13:32,17,
12,2022-11-18 13:32,20,
13,2022-11-18 13:32,28,
14,2022-11-18 13:32,104,
15,2022-11-18 13:32,30,
16,2022-11-18 13:32,23,
17,2022-11-18 13:32,13,
18,2022-11-18 13:32,120,
19,2022-11-18 13:32,95,
20,2022-11-18 13:32,64,
21,2022-11-18 13:32,58,
22,2022-11-18 13:32,42,
23,2022-11-18 13:32,40,
24,2022-11-18 13:32,21,
25,2022-11-18 13:32,80,
26,2022-11-18 13:32,57,
27,2022-11-18 13:32,58,
28,2022-11-18 13:32,17,
29,2022-11-18 13:32,17,
30,2022-11-18 13:32,65,
31,2022-11-18 13:32,17,
32,2022-11-18 13:32,72,
33,2022-11-18 13:32,81,
34,2022-11-18 13:32,64,
35,2022-11-18 13:32,83,
1,2022-11-18 13:47,65,
2,2022-11-18 13:47,32,
3,2022-11-18 13:47,40,
4,2022-11-18 13:47,42,
5,2022-11-18 13:47,54,
6,2022-11-18 13:47,33,
7,2022-11-18 13:47,46,
8,2022-11-18 13:47,15,
9,2022-11-18 13:47,16,
10,2022-11-18 13:47,17,
11,2022-11-18 13:47,17,
12,2022-11-18 13:47,20,
13,2022-11-18 13:47,28,
14,2022-11-18 13:47,104,
15,2022-11-18 13:47,30,
16,2022-11-18 13:47,23,
17,2022-11-18 13:47,13,
18,2022-11-18 13:47,120,
19,2022-11-18 13:47,95,
20,2022-11-18 13:47,64,
21,2022-11-18 13:47,58,
22,2022-11-18 13:47,42,
23,2022-11-18 13:47,40,
24,2022-11-18 13:47,21,
25,2022-11-18 13:47,80,
26,2022-11-18 13:47,57,
27,2022-11-18 13:47,58,
28,2022-11-18 13:47,17,
29,2022-11-18 13:47,17,
30,2022-11-18 13:47,65,
31,2022-11-18 13:47,17,
32,2022-11-18 13:47,72,
33,2022-11-18 13:47,81,
34,2022-11-18 13:47,64,
35,2022-11-18 13:47,83,
1,2022-11-18 14:02,65,
2,2022-11-18 14:02,32,
3,2022-11-18 14:02,40,
4,2022-11-18 14:02,42,
5,2022-11-18 14:02,54,
6,2022-11-18 14:02,33,
7,2022-11-18 14:02,46,
8,2022-11-18 14:02,15,
9,2022-11-18 14:02,16,
10,2022-11-18 14:02,17,
11,2022-11-18 14:02,17,
12,2022-11-18 14:02,20,
13,2022-11-18 14:02,28,
14,2022-11-18 14:02,104,
15,2022-11-18 14:02,30,
16,2022-11-18 14:02,23,
17,2022-11-18 14:02,13,
18,2022-11-18 14:02,120,
19,2022-11-18 14:02,95,
20,2022-11-18 14:02,64,
21,2022-11-18 14:02,58,
22,2022-11-18 14:02,42,
23,2022-11-18 14:02,40,
24,2022-11-18 14:02,21,
25,2022-11-18 14:02,80,
26,2022-11-18 14:02,57,
27,2022-11-18 14:02,58,
28,2022-11-18 14:02,17,
29,2022-11-18 14:02,17,
30,2022-11-18 14:02,65,
31,2022-11-18 14:02,17,
32,2022-11-18 14:02,72,
33,2022-11-18 14:02,81,
34,2022-11-18 14:02,64,
35,2022-11-18 14:02,83,
1,2022-11-18 14:17,65,
2,2022-11-18 14:17,32,
3,2022-11-18 14:17,40,
4,2022-11-18 14:17,42,
5,2022-11-18 14:17,54,
6,2022-11-18 14:17,33,
7,2022-11-18 14:17,46,
8,2022-11-18 14:17,15,
9,2022-11-18 14:17,16,
10,2022-11-18 14:17,17,
11,2022-11-18 14:17,17,
12,2022-11-18 14:17,20,
13,2022-11-18 14:17,28,
14,2022-11-18 14:17,104,
15,2022-11-18 14:17,30,
16,2022-11-18 14:17,23,
17,2022-11-18 14:17,13,
18,2022-11-18 14:17,120,
19,2022-11-18 14:17,95,
20,2022-11-18 14:17,64,
21,2022-11-18 14:17,58,
22,2022-11-18 14:17,42,
23,2022-11-18 14:17,40,
24,2022-11-18 14:17,21,
25,2022-11-18 14:17,80,
26,2022-11-18 14:17,57,
27,2022-11-18 14:17,58,
28,2022-11-18 14:17,17,
29,2022-11-18 14:17,17,
30,2022-11-18 14:17,65,
31,2022-11-18 14:17,17,
32,2022-11-18 14:17,72,
33,2022-11-18 14:17,81,
34,2022-11-18 14:17,64,
35,2022-11-18 14:17,83,
1,2022-11-18 14:32,65,
2,2022-11-18 14:32,32,
3,2022-11-18 14:32,40,
4,2022-11-18 14:32,42,
5,2022-11-18 14:32,54,
6,2022-11-18 14:32,33,
7,2022-11-18 14:32,46,
8,2022-11-18 14:32,15,
9,2022-11-18 14:32,16,
10,2022-11-18 14:32,17,
11,2022-11-18 14:32,17,
12,2022-11-18 14:32,20,
13,2022-11-18 14:32,28,
14,2022-11-18 14:32,104,
15,2022-11-18 14:32,30,
16,2022-11-18 14:32,23,
17,2022-11-18 14:32,13,
18,2022-11-18 14:32,120,
19,2022-11-18 14:32,95,
20,2022-11-18 14:32,64,
21,2022-11-18 14:32,58,
22,2022-11-18 14:32,42,
23,2022-11-18 14:32,40,
24,2022-11-18 14:32,21,
25,2022-11-18 14:32,80,
26,2022-11-18 14:32,57,
27,2022-11-18 14:32,58,
28,2022-11-18 14:32,17,
29,2022-11-18 14:32,17,
30,2022-11-18 14:32,65,
31,2022-11-18 14:32,17,
32,2022-11-18 14:32,72,
33,2022-11-18 14:32,81,
34,2022-11-18 14:32,64,
35,2022-11-18 14:32,83,
1,2022-11-18 14:47,65,
2,2022-11-18 14:47,32,
3,2022-11-18 14:47,40,
4,2022-11-18 14:47,42,
5,2022-11-18 14:47,54,
6,2022-11-18 14:47,33,
7,2022-11-18 14:47,46,
8,2022-11-18 14:47,15,
9,2022-11-18 14:47,16,
10,2022-11-18 14:47,17,
11,2022-11-18 14:47,17,
12,2022-11-18 14:47,20,
13,2022-11-18 14:47,28,
14,2022-11-18 14:47,104,
15,2022-11-18 14:47,30,
16,2022-11-18 14:47,23,
17,2022-11-18 14:47,13,
18,2022-11-18 14:47,120,
19,2022-11-18 14:47,95,
20,2022-11-18 14:47,64,
21,2022-11-18 14:47,58,
22,2022-11-18 14:47,42,
23,2022-11-18 14:47,40,
24,2022-11-18 14:47,21,
25,2022-11-18 14:47,80,
26,2022-11-18 14:47,57,
27,2022-11-18 14:47,58,
28,2022-11-18 14:47,17,
29,2022-11-18 14:47,17,
30,2022-11-18 14:47,65,
31,2022-11-18 14:47,17,
32,2022-11-18 14:47,72,
33,2022-11-18 14:47,81,
34,2022-11-18 14:47,64,
35,2022-11-18 14:47,83,
1,2022-11-18 15:02,65,
2,2022-11-18 15:02,32,
3,2022-11-18 15:02,40,
4,2022-11-18 15:02,42,
5,2022-11-18 15:02,54,
6,2022-11-18 15:02,33,
7,2022-11-18 15:02,46,
8,2022-11-18 15:02,15,
9,2022-11-18 15:02,16,
10,2022-11-18 15:02,17,
11,2022-11-18 15:02,17,
12,2022-11-18 15:02,20,
13,2022-11-18 15:02,28,
14,2022-11-18 15:02,104,
15,2022-11-18 15:02,30,
16,2022-11-18 15:02,23,
17,2022-11-18 15:02,13,
18,2022-11-18 15:02,120,
19,2022-11-18 15:02,95,
20,2022-11-18 15:02,64,
21,2022-11-18 15:02,58,
22,2022-11-18 15:02,42,
23,2022-11-18 15:02,40,
24,2022-11-18 15:02,21,
25,2022-11-18 15:02,80,
26,2022-11-18 15:02,57,
27,2022-11-18 15:02,58,
28,2022-11-18 15:02,17,
29,2022-11-18 15:02,17,
30,2022-11-18 15:02,65,
31,2022-11-18 15:02,17,
32,2022-11-18 15:02,72,
33,2022-11-18 15:02,81,
34,2022-11-18 15:02,64,
35,2022-11-18 15:02,83,
1,2022-11-18 15:17,65,
2,2022-11-18 15:17,32,
3,2022-11-18 15:17,40,
4,2022-11-18 15:17,42,
5,2022-11-18 15:17,54,
6,2022-11-18 15:17,33,
7,2022-11-18 15:17,46,
8,2022-11-18 15:17,15,
9,2022-11-18 15:17,16,
10,2022-11-18 15:17,17,
11,2022-11-18 15:17,17,
12,2022-11-18 15:17,20,
13,2022-11-18 15:17,28,
14,2022-11-18 15:17,104,
15,2022-11-18 15:17,30,
16,2022-11-18 15:17,23,
17,2022-11-18 15:17,13,
18,2022-11-18 15:17,120,
19,2022-11-18 15:17,95,
20,2022-11-18 15:17,64,
21,2022-11-18 15:17,58,
22,2022-11-18 15:17,42,
23,2022-11-18 15:17,40,
24,2022-11-18 15:17,21,
25,2022-11-18 15:17,80,
26,2022-11-18 15:17,57,
27,2022-11-18 15:17,58,
28,2022-11-18 15:17,17,
29,2022-11-18 15:17,17,
30,2022-11-18 15:17,65,
31,2022-11-18 15:17,17,
32,2022-11-18 15:17,72,
33,2022-11-18 15:17,81,
34,2022-11-18 15:17,64,
35,2022-11-18 15:17,83,
1,2022-11-18 15:32,65,
2,2022-11-18 15:32,32,
3,2022-11-18 15:32,40,
4,2022-11-18 15:32,42,
5,2022-11-18 15:32,54,
6,2022-11-18 15:32,33,
7,2022-11-18 15:32,46,
8,2022-11-18 15:32,15,
9,2022-11-18 15:32,16,
10,2022-11-18 15:32,17,
11,2022-11-18 15:32,17,
12,2022-11-18 15:32,20,
13,2022-11-18 15:32,28,
14,2022-11-18 15:32,104,
15,2022-11-18 15:32,30,
16,2022-11-18 15:32,23,
17,2022-11-18 15:32,13,
18,2022-11-18 15:32,120,
19,2022-11-18 15:32,95,
20,2022-11-18 15:32,64,
21,2022-11-18 15:32,58,
22,2022-11-18 15:32,42,
23,2022-11-18 15:32,40,
24,2022-11-18 15:32,21,
25,2022-11-18 15:32,80,
26,2022-11-18 15:32,57,
27,2022-11-18 15:32,58,
28,2022-11-18 15:32,17,
29,2022-11-18 15:32,17,
30,2022-11-18 15:32,65,
31,2022-11-18 15:32,17,
32,2022-11-18 15:32,72,
33,2022-11-18 15:32,81,
34,2022-11-18 15:32,64,
35,2022-11-18 15:32,83,
1,2022-11-18 15:47,65,
2,2022-11-18 15:47,32,
3,2022-11-18 15:47,40,
4,2022-11-18 15:47,42,
5,2022-11-18 15:47,54,
6,2022-11-18 15:47,33,
7,2022-11-18 15:47,46,
8,2022-11-18 15:47,15,
9,2022-11-18 15:47,16,
10,2022-11-18 15:47,17,
11,2022-11-18 15:47,17,
12,2022-11-18 15:47,20,
13,2022-11-18 15:47,28,
14,2022-11-18 15:47,104,
15,2022-11-18 15:47,30,
16,2022-11-18 15:47,23,
17,2022-11-18 15:47,13,
18,2022-11-18 15:47,120,
19,2022-11-18 15:47,95,
20,2022-11-18 15:47,64,
21,2022-11-18 15:47,58,
22,2022-11-18 15:47,42,
23,2022-11-18 15:47,40,
24,2022-11-18 15:47,21,
25,2022-11-18 15:47,80,
26,2022-11-18 15:47,57,
27,2022-11-18 15:47,58,
28,2022-11-18 15:47,17,
29,2022-11-18 15:47,17,
30,2022-11-18 15:47,65,
31,2022-11-18 15:47,17,
32,2022-11-18 15:47,72,
33,2022-11-18 15:47,81,
34,2022-11-18 15:47,64,
35,2022-11-18 15:47,83,
1,2022-11-18 16:02,65,
2,2022-11-18 16:02,32,
3,2022-11-18 16:02,40,
4,2022-11-18 16:02,42,
5,2022-11-18 16:02,54,
6,2022-11-18 16:02,33,
7,2022-11-18 16:02,46,
8,2022-11-18 16:02,15,
9,2022-11-18 16:02,16,
10,2022-11-18 16:02,17,
11,2022-11-18 16:02,17,
12,2022-11-18 16:02,20,
13,2022-11-18 16:02,28,
14,2022-11-18 16:02,104,
15,2022-11-18 16:02,30,
16,2022-11-18 16:02,23,
17,2022-11-18 16:02,13,
18,2022-11-18 16:02,120,
19,2022-11-18 16:02,95,
20,2022-11-18 16:02,64,
21,2022-11-18 16:02,58,
22,2022-11-18 16:02,42,
23,2022-11-18 16:02,40,
24,2022-11-18 16:02,21,
25,2022-11-18 16:02,80,
26,2022-11-18 16:02,57,
27,2022-11-18 16:02,58,
28,2022-11-18 16:02,17,
29,2022-11-18 16:02,17,
30,2022-11-18 16:02,65,
31,2022-11-18 16:02,17,
32,2022-11-18 16:02,72,
33,2022-11-18 16:02,81,
34,2022-11-18 16:02,64,
35,2022-11-18 16:02,83,
1,2022-11-18 16:17,65,
2,2022-11-18 16:17,32,
3,2022-11-18 16:17,40,
4,2022-11-18 16:17,42,
5,2022-11-18 16:17,54,
6,2022-11-18 16:17,33,
7,2022-11-18 16:17,46,
8,2022-11-18 16:17,15,
9,2022-11-18 16:17,16,
10,2022-11-18 16:17,17,
11,2022-11-18 16:17,17,
12,2022-11-18 16:17,20,
13,2022-11-18 16:17,28,
14,2022-11-18 16:17,104,
15,2022-11-18 16:17,30,
16,2022-11-18 16:17,23,
17,2022-11-18 16:17,13,
18,2022-11-18 16:17,120,
19,2022-11-18 16:17,95,
20,2022-11-18 16:17,64,
21,2022-11-18 16:17,58,
22,2022-11-18 16:17,42,
23,2022-11-18 16:17,40,
24,2022-11-18 16:17,21,
25,2022-11-18 16:17,80,
26,2022-11-18 16:17,57,
27,2022-11-18 16:17,58,
28,2022-11-18 16:17,17,
29,2022-11-18 16:17,17,
30,2022-11-18 16:17,65,
31,2022-11-18 16:17,17,
32,2022-11-18 16:17,72,
33,2022-11-18 16:17,81,
34,2022-11-18 16:17,64,
35,2022-11-18 16:17,83,
1,2022-11-18 16:32,65,
2,2022-11-18 16:32,32,
3,2022-11-18 16:32,40,
4,2022-11-18 16:32,42,
5,2022-11-18 16:32,54,
6,2022-11-18 16:32,33,
7,2022-11-18 16:32,46,
8,2022-11-18 16:32,15,
9,2022-11-18 16:32,16,
10,2022-11-18 16:32,17,
11,2022-11-18 16:32,17,
12,2022-11-18 16:32,20,
13,2022-11-18 16:32,28,
14,2022-11-18 16:32,104,
15,2022-11-18 16:32,30,
16,2022-11-18 16:32,23,
17,2022-11-18 16:32,13,
18,2022-11-18 16:32,120,
19,2022-11-18 16:32,95,
20,2022-11-18 16:32,64,
21,2022-11-18 16:32,58,
22,2022-11-18 16:32,42,
23,2022-11-18 16:32,40,
24,2022-11-18 16:32,21,
25,2022-11-18 16:32,80,
26,2022-11-18 16:32,57,
27,2022-11-18 16:32,58,
28,2022-11-18 16:32,17,
29,2022-11-18 16:32,17,
30,2022-11-18 16:32,65,
31,2022-11-18 16:32,17,
32,2022-11-18 16:32,72,
33,2022-11-18 16:32,81,
34,2022-11-18 16:32,64,
35,2022-11-18 16:32,83,
1,2022-11-18 16:47,65,
2,2022-11-18 16:47,32,
3,2022-11-18 16:47,40,
4,2022-11-18 16:47,42,
5,2022-11-18 16:47,54,
6,2022-11-18 16:47,33,
7,2022-11-18 16:47,46,
8,2022-11-18 16:47,15,
9,2022-11-18 16:47,16,
10,2022-11-18 16:47,17,
11,2022-11-18 16:47,17,
12,2022-11-18 16:47,20,
13,2022-11-18 16:47,28,
14,2022-11-18 16:47,104,
15,2022-11-18 16:47,30,
16,2022-11-18 16:47,23,
17,2022-11-18 16:47,13,
18,2022-11-18 16:47,120,
19,2022-11-18 16:47,95,
20,2022-11-18 16:47,64,
21,2022-11-18 16:47,58,
22,2022-11-18 16:47,42,
23,2022-11-18 16:47,40,
24,2022-11-18 16:47,21,
25,2022-11-18 16:47,80,
26,2022-11-18 16:47,57,
27,2022-11-18 16:47,58,
28,2022-11-18 16:47,17,
29,2022-11-18 16:47,17,
30,2022-11-18 16:47,65,
31,2022-11-18 16:47,17,
32,2022-11-18 16:47,72,
33,2022-11-18 16:47,81,
34,2022-11-18 16:47,64,
35,2022-11-18 16:47,83,
1,2022-11-18 17:02,65,
2,2022-11-18 17:02,32,
3,2022-11-18 17:02,40,
4,2022-11-18 17:02,42,
5,2022-11-18 17:02,54,
6,2022-11-18 17:02,33,
7,2022-11-18 17:02,46,
8,2022-11-18 17:02,15,
9,2022-11-18 17:02,16,
10,2022-11-18 17:02,17,
11,2022-11-18 17:02,17,
12,2022-11-18 17:02,20,
13,2022-11-18 17:02,28,
14,2022-11-18 17:02,104,
15,2022-11-18 17:02,30,
16,2022-11-18 17:02,23,
17,2022-11-18 17:02,13,
18,2022-11-18 17:02,120,
19,2022-11-18 17:02,95,
20,2022-11-18 17:02,64,
21,2022-11-18 17:02,58,
22,2022-11-18 17:02,42,
23,2022-11-18 17:02,40,
24,2022-11-18 17:02,21,
25,2022-11-18 17:02,80,
26,2022-11-18 17:02,57,
27,2022-11-18 17:02,58,
28,2022-11-18 17:02,17,
29,2022-11-18 17:02,17,
30,2022-11-18 17:02,65,
31,2022-11-18 17:02,17,
32,2022-11-18 17:02,72,
33,2022-11-18 17:02,81,
34,2022-11-18 17:02,64,
35,2022-11-18 17:02,83,
1,2022-11-18 17:17,65,
2,2022-11-18 17:17,32,
3,2022-11-18 17:17,40,
4,2022-11-18 17:17,42,
5,2022-11-18 17:17,54,
6,2022-11-18 17:17,33,
7,2022-11-18 17:17,46,
8,2022-11-18 17:17,15,
9,2022-11-18 17:17,16,
10,2022-11-18 17:17,17,
11,2022-11-18 17:17,17,
12,2022-11-18 17:17,20,
13,2022-11-18 17:17,28,
14,2022-11-18 17:17,104,
15,2022-11-18 17:17,30,
16,2022-11-18 17:17,23,
17,2022-11-18 17:17,13,
18,2022-11-18 17:17,120,
19,2022-11-18 17:17,95,
20,2022-11-18 17:17,64,
21,2022-11-18 17:17,58,
22,2022-11-18 17:17,42,
23,2022-11-18 17:17,40,
24,2022-11-18 17:17,21,
25,2022-11-18 17:17,80,
26,2022-11-18 17:17,57,
27,2022-11-18 17:17,58,
28,2022-11-18 17:17,17,
29,2022-11-18 17:17,17,
30,2022-11-18 17:17,65,
31,2022-11-18 17:17,17,
32,2022-11-18 17:17,72,
33,2022-11-18 17:17,81,
34,2022-11-18 17:17,64,
35,2022-11-18 17:17,83,
1,2022-11-18 17:32,65,
2,2022-11-18 17:32,32,
3,2022-11-18 17:32,40,
4,2022-11-18 17:32,42,
5,2022-11-18 17:32,54,
6,2022-11-18 17:32,33,
7,2022-11-18 17:32,46,
8,2022-11-18 17:32,15,
9,2022-11-18 17:32,16,
10,2022-11-18 17:32,17,
11,2022-11-18 17:32,17,
12,2022-11-18 17:32,20,
13,2022-11-18 17:32,28,
14,2022-11-18 17:32,104,
15,2022-11-18 17:32,30,
16,2022-11-18 17:32,23,
17,2022-11-18 17:32,13,
18,2022-11-18 17:32,120,
19,2022-11-18 17:32,95,
20,2022-11-18 17:32,64,
21,2022-11-18 17:32,58,
22,2022-11-18 17:32,42,
23,2022-11-18 17:32,40,
24,2022-11-18 17:32,21,
25,2022-11-18 17:32,80,
26,2022-11-18 17:32,57,
27,2022-11-18 17:32,58,
28,2022-11-18 17:32,17,
29,2022-11-18 17:32,17,
30,2022-11-18 17:32,65,
31,2022-11-18 17:32,17,
32,2022-11-18 17:32,72,
33,2022-11-18 17:32,81,
34,2022-11-18 17:32,64,
35,2022-11-18 17:32,83,
1,2022-11-18 17:47,65,
2,2022-11-18 17:47,32,
3,2022-11-18 17:47,40,
4,2022-11-18 17:47,42,
5,2022-11-18 17:47,54,
6,2022-11-18 17:47,33,
7,2022-11-18 17:47,46,
8,2022-11-18 17:47,15,
9,2022-11-18 17:47,16,
10,2022-11-18 17:47,17,
11,2022-11-18 17:47,17,
12,2022-11-18 17:47,20,
13,2022-11-18 17:47,28,
14,2022-11-18 17:47,104,
15,2022-11-18 17:47,30,
16,2022-11-18 17:47,23,
17,2022-11-18 17:47,13,
18,2022-11-18 17:47,120,
19,2022-11-18 17:47,95,
20,2022-11-18 17:47,64,
21,2022-11-18 17:47,58,
22,2022-11-18 17:47,42,
23,2022-11-18 17:47,40,
24,2022-11-18 17:47,21,
25,2022-11-18 17:47,80,
26,2022-11-18 17:47,57,
27,2022-11-18 17:47,58,
28,2022-11-18 17:47,17,
29,2022-11-18 17:47,17,
30,2022-11-18 17:47,65,
31,2022-11-18 17:47,17,
32,2022-11-18 17:47,72,
33,2022-11-18 17:47,81,
34,2022-11-18 17:47,64,
35,2022-11-18 17:47,83,
1,2022-11-18 18:02,65,
2,2022-11-18 18:02,32,
3,2022-11-18 18:02,40,
4,2022-11-18 18:02,42,
5,2022-11-18 18:02,54,
6,2022-11-18 18:02,33,
7,2022-11-18 18:02,46,
8,2022-11-18 18:02,15,
9,2022-11-18 18:02,16,
10,2022-11-18 18:02,17,
11,2022-11-18 18:02,17,
12,2022-11-18 18:02,20,
13,2022-11-18 18:02,28,
14,2022-11-18 18:02,104,
15,2022-11-18 18:02,30,
16,2022-11-18 18:02,23,
17,2022-11-18 18:02,13,
18,2022-11-18 18:02,120,
19,2022-11-18 18:02,95,
20,2022-11-18 18:02,64,
21,2022-11-18 18:02,58,
22,2022-11-18 18:02,42,
23,2022-11-18 18:02,40,
24,2022-11-18 18:02,21,
25,2022-11-18 18:02,80,
26,2022-11-18 18:02,57,
27,2022-11-18 18:02,58,
28,2022-11-18 18:02,17,
29,2022-11-18 18:02,17,
30,2022-11-18 18:02,65,
31,2022-11-18 18:02,17,
32,2022-11-18 18:02,72,
33,2022-11-18 18:02,81,
34,2022-11-18 18:02,64,
35,2022-11-18 18:02,83,
1,2022-11-18 18:17,65,
2,2022-11-18 18:17,32,
3,2022-11-18 18:17,40,
4,2022-11-18 18:17,42,
5,2022-11-18 18:17,54,
6,2022-11-18 18:17,33,
7,2022-11-18 18:17,46,
8,2022-11-18 18:17,15,
9,2022-11-18 18:17,16,
10,2022-11-18 18:17,17,
11,2022-11-18 18:17,17,
12,2022-11-18 18:17,20,
13,2022-11-18 18:17,28,
14,2022-11-18 18:17,104,
15,2022-11-18 18:17,30,
16,2022-11-18 18:17,23,
17,2022-11-18 18:17,13,
18,2022-11-18 18:17,120,
19,2022-11-18 18:17,95,
20,2022-11-18 18:17,64,
21,2022-11-18 18:17,58,
22,2022-11-18 18:17,42,
23,2022-11-18 18:17,40,
24,2022-11-18 18:17,21,
25,2022-11-18 18:17,80,
26,2022-11-18 18:17,57,
27,2022-11-18 18:17,58,
28,2022-11-18 18:17,17,
29,2022-11-18 18:17,17,
30,2022-11-18 18:17,65,
31,2022-11-18 18:17,17,
32,2022-11-18 18:17,72,
33,2022-11-18 18:17,81,
34,2022-11-18 18:17,64,
35,2022-11-18 18:17,83,
1,2022-11-18 18:32,65,
2,2022-11-18 18:32,32,
3,2022-11-18 18:32,40,
4,2022-11-18 18:32,42,
5,2022-11-18 18:32,54,
6,2022-11-18 18:32,33,
7,2022-11-18 18:32,46,
8,2022-11-18 18:32,15,
9,2022-11-18 18:32,16,
10,2022-11-18 18:32,17,
11,2022-11-18 18:32,17,
12,2022-11-18 18:32,20,
13,2022-11-18 18:32,28,
14,2022-11-18 18:32,104,
15,2022-11-18 18:32,30,
16,2022-11-18 18:32,23,
17,2022-11-18 18:32,13,
18,2022-11-18 18:32,120,
19,2022-11-18 18:32,95,
20,2022-11-18 18:32,64,
21,2022-11-18 18:32,58,
22,2022-11-18 18:32,42,
23,2022-11-18 18:32,40,
24,2022-11-18 18:32,21,
25,2022-11-18 18:32,80,
26,2022-11-18 18:32,57,
27,2022-11-18 18:32,58,
28,2022-11-18 18:32,17,
29,2022-11-18 18:32,17,
30,2022-11-18 18:32,65,
31,2022-11-18 18:32,17,
32,2022-11-18 18:32,72,
33,2022-11-18 18:32,81,
34,2022-11-18 18:32,64,
35,2022-11-18 18:32,83,
1,2022-11-18 18:47,65,
2,2022-11-18 18:47,32,
3,2022-11-18 18:47,40,
4,2022-11-18 18:47,42,
5,2022-11-18 18:47,54,
6,2022-11-18 18:47,33,
7,2022-11-18 18:47,46,
8,2022-11-18 18:47,15,
9,2022-11-18 18:47,16,
10,2022-11-18 18:47,17,
11,2022-11-18 18:47,17,
12,2022-11-18 18:47,20,
13,2022-11-18 18:47,28,
14,2022-11-18 18:47,104,
15,2022-11-18 18:47,30,
16,2022-11-18 18:47,23,
17,2022-11-18 18:47,13,
18,2022-11-18 18:47,120,
19,2022-11-18 18:47,95,
20,2022-11-18 18:47,64,
21,2022-11-18 18:47,58,
22,2022-11-18 18:47,42,
23,2022-11-18 18:47,40,
24,2022-11-18 18:47,21,
25,2022-11-18 18:47,80,
26,2022-11-18 18:47,57,
27,2022-11-18 18:47,58,
28,2022-11-18 18:47,17,
29,2022-11-18 18:47,17,
30,2022-11-18 18:47,65,
31,2022-11-18 18:47,17,
32,2022-11-18 18:47,72,
33,2022-11-18 18:47,81,
34,2022-11-18 18:47,64,
35,2022-11-18 18:47,83,
1,2022-11-18 19:02,65,
2,2022-11-18 19:02,32,
3,2022-11-18 19:02,40,
4,2022-11-18 19:02,42,
5,2022-11-18 19:02,54,
6,2022-11-18 19:02,33,
7,2022-11-18 19:02,46,
8,2022-11-18 19:02,15,
9,2022-11-18 19:02,16,
10,2022-11-18 19:02,17,
11,2022-11-18 19:02,17,
12,2022-11-18 19:02,20,
13,2022-11-18 19:02,28,
14,2022-11-18 19:02,104,
15,2022-11-18 19:02,30,
16,2022-11-18 19:02,23,
17,2022-11-18 19:02,13,
18,2022-11-18 19:02,120,
19,2022-11-18 19:02,95,
20,2022-11-18 19:02,64,
21,2022-11-18 19:02,58,
22,2022-11-18 19:02,42,
23,2022-11-18 19:02,40,
24,2022-11-18 19:02,21,
25,2022-11-18 19:02,80,
26,2022-11-18 19:02,57,
27,2022-11-18 19:02,58,
28,2022-11-18 19:02,17,
29,2022-11-18 19:02,17,
30,2022-11-18 19:02,65,
31,2022-11-18 19:02,17,
32,2022-11-18 19:02,72,
33,2022-11-18 19:02,81,
34,2022-11-18 19:02,64,
35,2022-11-18 19:02,83,
1,2022-11-18 19:17,65,
2,2022-11-18 19:17,32,
3,2022-11-18 19:17,40,
4,2022-11-18 19:17,42,
5,2022-11-18 19:17,54,
6,2022-11-18 19:17,33,
7,2022-11-18 19:17,46,
8,2022-11-18 19:17,15,
9,2022-11-18 19:17,16,
10,2022-11-18 19:17,17,
11,2022-11-18 19:17,17,
12,2022-11-18 19:17,20,
13,2022-11-18 19:17,28,
14,2022-11-18 19:17,104,
15,2022-11-18 19:17,30,
16,2022-11-18 19:17,23,
17,2022-11-18 19:17,13,
18,2022-11-18 19:17,120,
19,2022-11-18 19:17,95,
20,2022-11-18 19:17,64,
21,2022-11-18 19:17,58,
22,2022-11-18 19:17,42,
23,2022-11-18 19:17,40,
24,2022-11-18 19:17,21,
25,2022-11-18 19:17,80,
26,2022-11-18 19:17,57,
27,2022-11-18 19:17,58,
28,2022-11-18 19:17,17,
29,2022-11-18 19:17,17,
30,2022-11-18 19:17,65,
31,2022-11-18 19:17,17,
32,2022-11-18 19:17,72,
33,2022-11-18 19:17,81,
34,2022-11-18 19:17,64,
35,2022-11-18 19:17,83,
1,2022-11-18 19:32,65,
2,2022-11-18 19:32,32,
3,2022-11-18 19:32,40,
4,2022-11-18 19:32,42,
5,2022-11-18 19:32,54,
6,2022-11-18 19:32,33,
7,2022-11-18 19:32,46,
8,2022-11-18 19:32,15,
9,2022-11-18 19:32,16,
10,2022-11-18 19:32,17,
11,2022-11-18 19:32,17,
12,2022-11-18 19:32,20,
13,2022-11-18 19:32,28,
14,2022-11-18 19:32,104,
15,2022-11-18 19:32,30,
16,2022-11-18 19:32,23,
17,2022-11-18 19:32,13,
18,2022-11-18 19:32,120,
19,2022-11-18 19:32,95,
20,2022-11-18 19:32,64,
21,2022-11-18 19:32,58,
22,2022-11-18 19:32,42,
23,2022-11-18 19:32,40,
24,2022-11-18 19:32,21,
25,2022-11-18 19:32,80,
26,2022-11-18 19:32,57,
27,2022-11-18 19:32,58,
28,2022-11-18 19:32,17,
29,2022-11-18 19:32,17,
30,2022-11-18 19:32,65,
31,2022-11-18 19:32,17,
32,2022-11-18 19:32,72,
